PassengerCount,TripDurationSeconds,TripDistanceMiles,PaymentType,FareAmount,TaxAmount,ZipCodeBKey,City,State,TripDate
4,730,3.9,CRD,45,0,10013-3292,Manhattan,NY,2013-12-21
5,1440,17.13,CRD,52,1,10001-6402,Manhattan,NY,2013-07-02
5,2040,10.83,CRD,35,1,11369-1664,Flushing,NY,2013-09-30
3,3065,19.2,CRD,86,0,10014-3159,Manhattan,NY,2013-11-22
4,619,0,CRD,35,0,11211-8457,Brooklyn,NY,2013-03-09
2,1440,15.67,CRD,50,0,10034-1658,Manhattan,NY,2013-10-12
2,632,6.9,CRD,45,0,10035-1428,Wards Island,NY,2013-10-27
2,2940,16.38,CRD,67,1,10014-2728,Manhattan,NY,2013-06-18
3,840,4.18,CRD,45,1,10014-4438,Prince,NY,2013-05-11
2,2804,14.5,CRD,90,0,10001-1536,Manhattan,NY,2013-02-17
2,720,3.96,CRD,40,0,10019-6943,Manhattan,NY,2013-09-06
2,600,3.48,CRD,60,0,10014-3404,Prince,NY,2013-10-12
2,1080,4.69,CRD,50,0,10003-6124,Manhattan,NY,2013-04-09
2,1920,16.66,CRD,85,0,10036-4071,New York,NY,2013-06-26
2,1800,19.9,CRD,85,1,10036-2711,Manhattan,NY,2013-09-09
2,900,5.27,CRD,50,0,10016-8407,Manhattan,NY,2013-01-06
4,4260,1.58,CRD,90,0,10036-3029,New York,NY,2013-06-07
1,1200,6.37,CRD,50,0,10036-2259,New York,NY,2013-03-07
1,123,0,CRD,52,0,07302-2930,Jersey City,NJ,2013-07-14
1,960,4.66,CRD,45,0,10012-4281,Manhattan,NY,2013-06-11
1,29,4.2,CRD,45,0,07302-3030,Jersey City,NJ,2013-11-21
1,1260,5.68,CRD,50,0,10014-1406,Manhattan,NY,2013-04-10
1,5340,21.8,CRD,125,0,11430-0672,Springfield Gardens,NY,2013-07-06
1,1680,4.21,CRD,45,0,10011-8300,Manhattan,NY,2013-09-29
1,1679,13.4,CRD,56,0,10014-1249,Manhattan,NY,2013-09-08
1,4500,22.33,CRD,120,0,11422-3125,Springfield Gardens,NY,2013-01-27
1,480,2.38,CRD,45,0,10013-1403,Manhattan,NY,2013-01-10
1,1251,4.7,CRD,45,0,10038-1755,Brooklyn Heights,NY,2013-07-04
1,1680,16.45,CRD,64,0,10036-1016,New York,NY,2013-11-02
1,1860,22.27,CRD,45,0,10024-3409,Manhattan,NY,2013-07-29
1,1500,9.21,CRD,66,0,10022-6076,New York,NY,2013-07-11
1,2460,19.37,CRD,73,0,11211-2257,Brooklyn,NY,2013-09-05
1,420,3.43,CRD,60,1,10036-1953,New York,NY,2013-07-11
1,0,0,CRD,52,1,07114-3787,Newark,NJ,2013-04-25
1,2040,23.19,CRD,70,1,10027-5715,New York,NY,2013-05-16
1,1074,11.4,CRD,32,1,11369-1222,Queens,NY,2013-02-22
1,1020,5.47,CRD,40,1,10004-3205,Brooklyn Heights,NY,2013-12-02
1,1140,8.94,CRD,90,1,11232-1510,Brooklyn,NY,2013-02-10
1,600,3.4,CRD,35,1,10036-7106,Manhattan,NY,2013-11-19
1,60,0,CRD,60,1,07093-7841,Taurus,NJ,2013-09-05
1,2002,11.5,CRD,34,1,10003-2549,Manhattan,NY,2013-03-04
1,960,5.55,CRD,60,1,10023-6947,Manhattan,NY,2013-10-08
1,1062,4.9,CRD,45,0,10019-6801,Manhattan,NY,2013-07-22
1,1273,1.8,CRD,52,0,10013-2207,Manhattan,NY,2013-03-01
1,1953,16.3,CRD,44,0,10009-6102,Manhattan,NY,2013-08-29
1,2643,16.5,CRD,52,1,10023-7032,New York,NY,2013-09-20
1,2809,5.8,CRD,60,0,10003-5510,Manhattan,NY,2013-11-21
1,903,4.9,CRD,50,0,10004-1904,Brooklyn Heights,NY,2013-01-15
1,1151,5.1,CRD,45,0,10022-5916,New York,NY,2013-07-15
1,755,3.9,CRD,42,0,10036-1496,Manhattan,NY,2013-10-28
1,4369,17.5,CRD,82,0,10023-8027,Manhattan,NY,2013-05-31
1,1105,5.5,CRD,60,0,10036-6505,Manhattan,NY,2013-05-01
1,92,0.1,CRD,60,0,07302-7003,Jersey City,NJ,2013-07-30
1,1525,3.1,CRD,50,0,10012-2711,Manhattan,NY,2013-10-17
1,1098,6.3,CRD,65,0,10017-2308,Manhattan,NY,2013-09-11
1,3142,22.2,CRD,68,0,11369-1384,Queens,NY,2013-04-11
1,3060,20.6,CRD,61,1,11369-1384,Queens,NY,2013-08-04
1,1260,10.56,CRD,31,1,10011-5103,Manhattan,NY,2013-05-18
1,1560,9.11,CRD,29,1,10011-4145,Manhattan,NY,2013-07-21
1,900,5.94,CRD,45,1,10001-5731,Manhattan,NY,2013-12-24
1,2481,21.5,CRD,52,1,10280-1104,Jersey City,NY,2013-10-20
1,1500,8.87,CRD,29,1,10025-3552,Manhattan,NY,2013-09-30
1,1560,12.38,CRD,49,1,10014-6823,Prince,NY,2013-12-12
1,2940,21.95,CRD,61,1,10028-1098,Flushing,NY,2013-09-22
1,1860,4.15,CRD,45,0,10007-3234,Manhattan,NY,2013-12-20
1,2534,20.6,CRD,77,0,10019-5403,New York,NY,2013-03-28
1,2760,24.47,CRD,105,0,11422-3125,Springfield Gardens,NY,2013-09-09
1,3194,19.6,CRD,56,1,10022-6832,New York,NY,2013-11-16
1,1140,4.48,CRD,48,0,10001-4505,Manhattan,NY,2013-06-28
1,1080,11.01,CRD,75,0,11371-8505,Trainsmeadow,NY,2013-05-24
1,1020,8.35,CRD,24,1,10024-6236,Manhattan,NY,2013-01-24
1,2497,17.1,CRD,69,0,10019-6696,Manhattan,NY,2013-04-07
1,1260,13.85,CRD,100,0,10018-3606,Manhattan,NY,2013-09-14
1,73,0,CRD,21,0,10032-3710,Manhattan,NY,2013-11-04
1,2839,38,CRD,161,0,10013-1327,Prince,NY,2013-05-29
1,651,3.8,CRD,50,0,10018-5612,Manhattan,NY,2013-12-05
1,2040,14.87,CRD,78,1,11369-1132,Queens,NY,2013-06-05
1,2220,17.31,CRD,66,0,11201-2703,Brooklyn Heights,NY,2013-01-04
1,1913,20,CRD,54,1,10065-5706,New York,NY,2013-12-20
1,1800,14.68,CRD,75,1,10001-1718,Manhattan,NY,2013-10-15
1,1800,17.4,CRD,79,0,10165-0034,New York,NY,2013-05-14
1,2220,13.48,CRD,42,1,10003-7134,Manhattan,NY,2013-02-17
1,2460,23.82,CRD,110,0,10001-6122,New York,NY,2013-12-13
1,1380,13.81,CRD,38,1,10002-6379,Manhattan,NY,2013-08-16
1,1237,12.7,CRD,35,1,10022-2052,New York,NY,2013-07-31
1,1440,11.29,CRD,33,1,10001-3583,Manhattan,NY,2013-04-12
1,1440,12.37,CRD,36,1,10011-3380,Manhattan,NY,2013-11-27
1,3055,28.3,CRD,76,1,11369-1315,Queens,NY,2013-06-24
1,3197,18.4,CRD,60,1,10012-2752,Manhattan,NY,2013-10-13
1,2953,19.5,CRD,58,1,10001-3479,New York,NY,2013-03-22
1,4680,18.73,CRD,89,1,11231-5084,Brooklyn,NY,2013-03-29
1,1080,10.08,CRD,30,1,10019-6532,Manhattan,NY,2013-10-07
1,1080,10.67,CRD,31,1,10022-6884,New York,NY,2013-07-19
1,1080,9.23,CRD,27,1,10023-6947,Manhattan,NY,2013-07-02
1,2189,17,CRD,63,0,10017-5522,New York,NY,2013-04-25
1,1440,11.63,CRD,34,1,10011-4715,Manhattan,NY,2013-12-20
3,4100,45.3,CRD,138,0,11430-0672,Springfield Gardens,NY,2013-04-22
5,4200,30.86,CRD,90,1,10018-7475,New York,NY,2013-08-26
4,900,9.86,CRD,28,1,10036-1913,New York,NY,2013-02-03
3,3180,30.3,CRD,82,1,11422-3125,Springfield Gardens,NY,2013-02-05
5,1680,4.16,CRD,38,0,10003-7839,Manhattan,NY,2013-05-24
2,2002,17.9,CRD,68,0,10014-1106,Manhattan,NY,2013-07-24
2,26,0,CRD,3,1,10026-4113,Morningside,NY,2013-03-08
5,2040,19.28,CRD,53,1,11369-1384,Queens,NY,2013-01-26
2,1271,9.3,CRD,28,1,10024-5849,Manhattan,NY,2013-05-04
2,900,10.26,CRD,29,1,10019-1781,Manhattan,NY,2013-03-13
5,2820,20.1,CRD,75,0,10006-2906,Brooklyn Heights,NY,2013-01-16
1,2100,17.48,CSH,65,0,11222-4865,Brooklyn,NY,2013-05-23
3,2730,20.6,CSH,77,0,10019-6204,Manhattan,NY,2013-01-03
1,2820,18.54,CSH,74,0,10017-3517,Manhattan,NY,2013-01-15
5,2460,17.97,CSH,71,0,10019-1613,New York,NY,2013-04-19
6,2640,14.63,CSH,65,0,10004-2455,Brooklyn Heights,NY,2013-03-13
1,3420,18.31,CSH,77,0,10021-3593,Manhattan,NY,2013-05-22
1,2820,19.41,CSH,73,0,10028-0221,Flushing,NY,2013-06-25
1,3540,14.67,CSH,71,0,10009-1282,Manhattan,NY,2013-11-20
1,1200,17.23,CSH,63,0,10019-6619,Manhattan,NY,2013-01-08
2,3704,16.6,CSH,76,0,10001-2899,New York,NY,2013-03-28
1,3120,19.72,CSH,76,0,10065-8310,New York,NY,2013-09-27
1,2160,20.5,CSH,75,0,10022-6830,New York,NY,2013-05-21
4,3244,0,CSH,70,0,10016-3586,Manhattan,NY,2013-05-19
4,1834,17.7,CSH,66,0,10001-6217,New York,NY,2013-01-13
1,1860,18.1,CSH,67,0,10019-2701,New York,NY,2013-03-24
1,2280,21.35,CSH,76,0,10025-7477,Planetarium,NY,2013-10-26
1,2100,15.14,CSH,62,0,10036-4089,Manhattan,NY,2013-05-04
2,2040,18.84,CSH,70,0,10021-4272,Manhattan,NY,2013-01-13
1,1860,13.13,CSH,58,0,10014-6492,Prince,NY,2013-07-14
5,2340,19.87,CSH,74,0,10023-7500,Manhattan,NY,2013-03-14
2,2820,15.47,CSH,67,0,10022-6847,New York,NY,2013-11-10
6,1980,14.35,CSH,60,0,10001-7798,Manhattan,NY,2013-04-07
1,1200,14.35,CSH,75,0,10012-5333,Prince,NY,2013-11-10
5,1320,13.4,CSH,55,0,10012-2458,Prince,NY,2013-07-29
1,1620,13.77,CSH,57,0,10014-1099,Manhattan,NY,2013-07-11
1,2546,19,CSH,73,0,10023-5999,Manhattan,NY,2013-04-14
1,1500,14.5,CSH,58,0,10013-2284,Manhattan,NY,2013-11-18
1,2170,17.7,CSH,68,0,10019-5403,New York,NY,2013-03-27
1,3240,28.48,CSH,96,0,11369-1664,Flushing,NY,2013-06-29
1,2520,19.09,CSH,73,0,10022-4199,Franklin D Roosevelt,NY,2013-06-23
1,3531,22.7,CSH,84,0,10028-5980,Manhattan,NY,2013-08-09
1,1838,18.1,CSH,68,0,10105-0108,New York,NY,2013-01-13
1,1934,17.3,CSH,65,0,10019-7440,Manhattan,NY,2013-11-07
1,2238,19.2,CSH,71,0,10065-7884,New York,NY,2013-01-21
1,2322,1.7,CSH,62,0,10010-5524,Manhattan,NY,2013-05-07
1,2160,1.79,CSH,70,0,10017-1243,New York,NY,2013-09-26
2,1734,16.8,CSH,64,0,10018-5317,Manhattan,NY,2013-02-18
6,1800,17.27,CSH,65,0,10019-6204,Manhattan,NY,2013-09-29
3,2942,19.1,CSH,74,0,10003-7177,Prince,NY,2013-05-10
4,1835,18,CSH,67,0,10016-9149,Manhattan,NY,2013-03-31
5,2220,17.99,CSH,70,0,10019-1146,Manhattan,NY,2013-10-07
6,3240,17.96,CSH,76,0,10017-3436,Manhattan,NY,2013-12-23
2,2711,19.4,CSH,77,0,10017-5649,Manhattan,NY,2013-07-09
3,3022,18,CSH,73,0,10017-4430,Manhattan,NY,2013-08-28
3,3917,16.9,CSH,76,0,10036-1378,Manhattan,NY,2013-12-17
5,1740,20.36,CSH,72,0,10019-5488,New York,NY,2013-12-19
3,2160,16.88,CSH,66,0,11201-1899,Brooklyn,NY,2013-08-14
2,2220,19.9,CSH,72,0,10019-1142,Manhattan,NY,2013-04-09
1,1055,12.5,CSH,52,0,10013-2226,Manhattan,NY,2013-04-08
1,1339,17,CSH,63,0,10019-3672,New York,NY,2013-01-04
1,1860,17.2,CSH,65,0,10001-3901,New York,NY,2013-05-13
1,1801,18.3,CSH,68,0,10024-4952,Planetarium,NY,2013-04-22
1,1942,15.3,CSH,62,0,10009-1643,Manhattan,NY,2013-12-09
3,5179,34.1,CSH,121,0,11430-1005,Springfield Gardens,NY,2013-07-18
1,2220,17.34,CSH,67,0,10019-3391,New York,NY,2013-12-11
5,2400,23.99,CSH,82,0,10017-1288,Manhattan,NY,2013-05-05
1,1119,12.9,CSH,53,0,10012-1509,Prince,NY,2013-05-29
1,2220,21.02,CSH,76,0,10128-6611,Manhattan,NY,2013-12-24
1,1258,12.9,CSH,54,0,10014-2116,Manhattan,NY,2013-02-02
2,1800,15.23,CSH,60,0,10006-2207,Brooklyn Heights,NY,2013-05-19
1,2514,21.5,CSH,77,0,10029-3055,Manhattan,NY,2013-06-17
2,2742,18.8,CSH,72,0,11231-3363,Brooklyn,NY,2013-01-17
2,1902,17.1,CSH,64,0,10023-0137,Manhattan,NY,2013-01-31
1,2820,3.63,CSH,112,0,11430-1002,Springfield Gardens,NY,2013-04-21
5,1800,19.97,CSH,71,0,10019-3775,Manhattan,NY,2013-07-13
3,2228,16.7,CSH,67,0,10017-1259,New York,NY,2013-05-12
1,4320,16.62,CSH,61,1,10017-2025,New York,NY,2013-12-29
2,1256,13.3,CSH,55,0,10003-8647,Manhattan,NY,2013-09-21
6,5700,17.66,CSH,76,1,10019-3434,New York,NY,2013-05-08
1,2579,14.3,CSH,65,0,10013-2381,Manhattan,NY,2013-09-06
2,2280,20.18,CSH,76,0,10018-3610,New York,NY,2013-01-02
1,2280,17.98,CSH,71,0,10022-6844,Manhattan,NY,2013-09-02
1,1953,15.5,CSH,62,0,10014-1549,Manhattan,NY,2013-03-21
1,1740,15.2,CSH,60,0,10020-2202,New York,NY,2013-04-15
1,3120,16.41,CSH,71,0,10023-7891,New York,NY,2013-03-04
5,2880,24.3,CSH,87,0,11377-3851,Queens,NY,2013-12-26
1,2015,17.6,CSH,67,0,10128-5845,New York,NY,2013-12-26
1,1440,17.72,CSH,65,0,10023-1909,Manhattan,NY,2013-07-04
1,1800,15.27,CSH,60,0,10282-1233,Manhattan,NY,2013-12-15
1,1200,13.09,CSH,80,0,10012-4349,Manhattan,NY,2013-07-20
1,2392,18.5,CSH,71,0,11231-3444,Brooklyn,NY,2013-02-25
1,1628,15.2,CSH,61,0,10007-3103,Manhattan,NY,2013-04-21
1,1740,17.89,CSH,67,0,10017-3585,Manhattan,NY,2013-03-03
1,2160,18.29,CSH,69,0,10022-3366,Manhattan,NY,2013-03-02
1,1716,17.1,CSH,65,0,10022-3192,New York,NY,2013-02-16
1,1560,15.57,CSH,60,0,10011-1627,Manhattan,NY,2013-11-28
1,1579,17.1,CSH,65,0,10019-6000,New York,NY,2013-07-13
1,1680,15.78,CSH,61,0,10001-5950,Greeley Square,NY,2013-03-13
1,2385,17.1,CSH,69,0,10019-5880,Manhattan,NY,2013-09-29
1,4380,18.41,CSH,87,0,10017-2027,New York,NY,2013-07-09
1,2703,18.7,CSH,72,0,10024-6048,Manhattan,NY,2013-01-22
3,1288,12.7,CSH,53,0,10012-5774,Manhattan,NY,2013-06-20
2,2460,15.52,CSH,65,0,10282-1104,Jersey City,NY,2013-02-15
2,1620,14.91,CSH,59,0,10014-5157,Manhattan,NY,2013-07-02
4,3480,18.03,CSH,78,0,10105-0108,New York,NY,2013-11-28
2,1570,16.9,CSH,63,0,10018-2788,New York,NY,2013-05-27
3,1980,18,CSH,68,0,10017-6205,New York,NY,2013-01-04
3,1450,19.7,CSH,70,0,10036-9093,New York,NY,2013-06-30
5,2220,17.05,CSH,69,0,10036-1539,Manhattan,NY,2013-04-30
2,1699,17,CSH,65,0,10016-6547,Manhattan,NY,2013-03-30
2,2501,16.5,CSH,50,1,10021-3390,Manhattan,NY,2013-07-22
2,1260,10.87,CSH,49,0,10012-4372,Manhattan,NY,2013-06-22
2,726,4.1,CSH,14,1,10023-5111,Manhattan,NY,2013-10-06
4,1234,0.7,CSH,3,1,10001-1816,Manhattan,NY,2013-10-30
2,1757,17.2,CSH,65,0,10036-1579,Manhattan,NY,2013-09-09
2,55,0,CSH,3,1,10128-1395,New York,NY,2013-11-06
4,2460,25.69,CSH,69,1,11430-0672,Springfield Gardens,NY,2013-08-19
4,3800,26.4,CSH,91,1,11430-1002,Springfield Gardens,NY,2013-08-20
3,2381,16.8,CSH,51,1,10014-1303,Manhattan,NY,2013-03-02
2,4132,24.6,CSH,74,1,11430-1002,Springfield Gardens,NY,2013-08-27
4,2040,17.5,CSH,67,0,10019-5213,New York,NY,2013-03-24
3,900,4.94,CSH,17,1,10014-1099,Manhattan,NY,2013-03-30
3,1372,14,CSH,39,1,10004-1504,Brooklyn Heights,NY,2013-03-26
2,1372,18.6,CSH,67,0,10018-1470,Manhattan,NY,2013-11-04
5,3420,17.61,CSH,77,0,10019-5236,New York,NY,2013-12-11
5,2760,16.39,CSH,50,1,11369-1222,Queens,NY,2013-06-13
5,1980,9.08,CSH,32,1,10018-3014,Manhattan,NY,2013-06-12
2,3240,15.31,CSH,51,1,10013-1264,Prince,NY,2013-11-17
6,1560,7.99,CSH,27,1,10001-2498,Manhattan,NY,2013-04-12
4,3635,32,CSH,89,1,11430-1002,Springfield Gardens,NY,2013-08-27
3,1020,8.9,CSH,26,1,11369-1384,Queens,NY,2013-09-20
2,1043,6.1,CSH,21,1,10001-3229,Manhattan,NY,2013-12-08
6,5040,36.14,CSH,105,1,11226-5460,Brooklyn,NY,2013-04-27
4,1920,14.34,CSH,42,1,10010-3916,Manhattan,NY,2013-03-16
2,840,9.62,CSH,27,1,10036-1900,New York,NY,2013-04-11
2,1440,12.43,CSH,36,1,10014-3633,Prince,NY,2013-09-25
2,1000,11.1,CSH,31,1,10019-3153,Manhattan,NY,2013-06-12
2,1440,10.96,CSH,31,1,10019-5857,Manhattan,NY,2013-06-07
2,2460,9.52,CSH,33,1,10023-6902,Manhattan,NY,2013-12-16
2,1605,9.9,CSH,30,1,10107-3736,Manhattan,NY,2013-03-18
2,881,9.5,CSH,27,1,10023-6923,Manhattan,NY,2013-03-29
2,1037,11,CSH,31,1,10023-7703,Manhattan,NY,2013-09-01
2,1080,11.54,CSH,33,1,10018-1218,Manhattan,NY,2013-12-08
2,780,6.71,CSH,20,1,10025-3018,Manhattan,NY,2013-11-24
2,960,7.33,CSH,22,1,10025-3076,Manhattan,NY,2013-06-06
2,1472,11.2,CSH,34,1,10036-1362,Manhattan,NY,2013-04-04
2,913,6.3,CSH,20,1,10027-6907,New York,NY,2013-09-22
2,1200,10.19,CSH,30,1,10036-7002,New York,NY,2013-12-09
3,1800,14.82,CSH,43,1,10012-1420,Prince,NY,2013-04-13
3,2340,8.81,CSH,31,1,10023-3399,Manhattan,NY,2013-12-11
3,1074,7.4,CSH,23,1,10025-2141,Manhattan,NY,2013-01-26
3,1260,11.88,CSH,34,1,10001-1712,Manhattan,NY,2013-10-30
3,2074,12.5,CSH,40,1,10016-4928,Manhattan,NY,2013-06-26
6,1980,12.5,CSH,38,1,11422-3125,Springfield Gardens,NY,2013-01-24
4,2728,26.1,CSH,72,1,10001-1802,Manhattan,NY,2013-06-09
5,1020,8.37,CSH,25,1,10025-7405,Planetarium,NY,2013-12-17
4,2121,12.9,CSH,41,1,10001-4848,Greeley Square,NY,2013-11-17
3,1380,9.05,CSH,27,1,10017-3125,New York,NY,2013-08-25
5,1980,11.32,CSH,38,1,10019-1629,New York,NY,2013-05-28
3,1740,10.94,CSH,33,1,11369-1384,Queens,NY,2013-07-02
6,1920,10.48,CSH,35,1,10019-6012,New York,NY,2013-08-20
6,1980,16.85,CSH,52,1,10035-1759,Wards Island,NY,2013-08-30
6,3960,23.19,CSH,52,1,10023-7179,New York,NY,2013-04-14
5,1680,19.66,CSH,53,1,11231-1106,Brooklyn,NY,2013-08-15
6,2820,17.98,CSH,54,1,10001-2805,New York,NY,2013-11-22
3,1320,5.72,CSH,45,1,10016-4621,Manhattan,NY,2013-06-19
3,1320,6.87,CSH,50,1,10028-4319,Manhattan,NY,2013-11-14
5,2940,12.91,CSH,43,1,11430-1002,Springfield Gardens,NY,2013-12-05
6,3420,21.36,CSH,62,1,10018-1637,Manhattan,NY,2013-03-08
3,1092,5,CSH,19,1,10036-1500,New York,NY,2013-04-14
5,1560,10.94,CSH,33,1,10036-1349,Manhattan,NY,2013-05-11
5,3060,16.37,CSH,52,1,10001-3986,New York,NY,2013-04-26
6,1620,8.8,CSH,29,1,10065-7282,New York,NY,2013-04-30
5,2100,14.07,CSH,44,1,10121-2298,New York,NY,2013-12-10
3,552,1.1,CSH,8,1,11101-3800,Queens,NY,2013-08-19
5,2340,26.5,CSH,70,1,10010-5032,Manhattan,NY,2013-08-19
3,66,0,CSH,3,1,11215-2703,Brooklyn,NY,2013-04-07
6,1920,9.87,CSH,33,1,10024-5724,Planetarium,NY,2013-07-13
4,1332,7.7,CSH,44,0,07105-3902,Newark,NJ,2013-08-30
6,2210,13.26,CSH,-38,-1,10065-7067,Manhattan,NY,2013-08-31
3,4500,19.25,CSH,87,0,10106-0502,New York,NY,2013-09-06
5,1560,19.11,CSH,69,0,10019-5880,Manhattan,NY,2013-12-08
5,1860,19,CSH,70,0,10019-1300,Manhattan,NY,2013-11-02
4,959,4.9,CSH,45,0,10036-3811,New York,NY,2013-01-04
4,1663,6.7,CSH,55,0,10003-5577,Manhattan,NY,2013-02-16
3,2697,18.1,CSH,50,0,10013-1530,Manhattan,NY,2013-01-14
4,909,6,CSH,70,0,10123-4699,New York,NY,2013-04-12
3,763,4.2,CSH,50,0,10014-3129,Manhattan,NY,2013-09-15
6,1380,17.9,CSH,65,0,10023-6509,Manhattan,NY,2013-06-01
4,4053,7.9,CSH,60,0,10021-4931,Manhattan,NY,2013-06-07
3,2242,17,CSH,58,0,11430-1002,Springfield Gardens,NY,2013-06-15
2,1970,12.8,CSH,75,0,10001-3412,New York,NY,2013-08-21
2,1822,5,CSH,50,0,10003-1943,Manhattan,NY,2013-12-20
2,556,4.7,CSH,45,0,10032-3702,Manhattan,NY,2013-02-17
2,1140,6.53,CSH,50,0,10019-6826,Manhattan,NY,2013-10-27
2,2640,19.18,CSH,75,0,10019-8229,Manhattan,NY,2013-09-22
2,2678,3,CSH,76,0,10017-6732,Manhattan,NY,2013-05-01
2,2603,25,CSH,92,0,11430-0672,Springfield Gardens,NY,2013-10-06
2,1426,12.5,CSH,50,0,10019-7075,New York,NY,2013-03-28
2,1020,6.08,CSH,50,0,10014-6837,Prince,NY,2013-02-17
2,1705,7.7,CSH,45,0,10036-7316,Manhattan,NY,2013-11-30
2,3832,19.4,CSH,102,0,11422-3125,Springfield Gardens,NY,2013-01-12
2,3822,36,CSH,118,0,11422-3125,Springfield Gardens,NY,2013-08-16
2,1962,20.1,CSH,73,0,10023-7702,New York,NY,2013-03-31
2,660,6.04,CSH,52,1,10014-2799,New York,NY,2013-12-20
2,1740,14.69,CSH,41,1,11422-3125,Springfield Gardens,NY,2013-12-30
2,1920,11.51,CSH,36,1,10128-7002,Manhattan,NY,2013-05-06
2,2760,24.13,CSH,66,1,11430-0672,Springfield Gardens,NY,2013-07-10
2,3251,17,CSH,52,1,10019-6912,Manhattan,NY,2013-04-30
2,2100,18.15,CSH,52,1,11430-0672,Springfield Gardens,NY,2013-09-11
2,2108,18,CSH,52,1,11430-0672,Springfield Gardens,NY,2013-05-14
2,1759,20,CSH,52,1,10005-3901,Brooklyn Heights,NY,2013-10-06
2,3720,17.27,CSH,52,1,11422-3125,Springfield Gardens,NY,2013-10-03
2,2074,13.7,CSH,40,1,10036-1413,Manhattan,NY,2013-05-26
2,1140,10.23,CSH,30,1,10128-0599,Flushing,NY,2013-10-19
2,885,8,CSH,25,1,10024-6268,Manhattan,NY,2013-11-11
2,1431,11.4,CSH,34,1,10019-5337,New York,NY,2013-04-14
2,1921,12.3,CSH,37,1,10018-1470,Manhattan,NY,2013-02-23
2,1881,12.5,CSH,38,1,10065-8523,New York,NY,2013-06-05
2,1816,18.1,CSH,49,1,10002-3264,Manhattan,NY,2013-07-04
2,1768,11,CSH,35,1,10019-1405,New York,NY,2013-11-19
2,2400,17.86,CSH,61,1,10014-3644,Prince,NY,2013-08-15
2,1140,11.27,CSH,32,1,10036-4043,Manhattan,NY,2013-06-16
2,1020,10.08,CSH,29,1,10023-1722,Manhattan,NY,2013-08-25
2,3429,9,CSH,36,1,10017-1222,New York,NY,2013-06-07
2,1581,9.6,CSH,30,1,11369-1384,Queens,NY,2013-09-19
2,1740,3.78,CSH,50,1,10282-2102,Manhattan,NY,2013-11-10
2,1440,12.28,CSH,35,1,10016-3561,Manhattan,NY,2013-12-05
2,1958,14.4,CSH,43,1,10019-5393,New York,NY,2013-12-27
2,147,0.5,CSH,4,1,10282-1218,Manhattan,NY,2013-02-07
2,3180,22.42,CSH,66,1,10004-1904,Brooklyn Heights,NY,2013-01-16
2,964,9.7,CSH,28,1,10010-2305,Manhattan,NY,2013-04-20
2,1518,5.9,CSH,22,1,10005-3522,Brooklyn Heights,NY,2013-03-03
1,360,0.95,CSH,6,1,10018-1502,Manhattan,NY,2013-05-21
1,2448,12.5,CSH,39,1,10023-6123,Manhattan,NY,2013-10-04
1,1059,7.9,CSH,25,1,10022-1538,New York,NY,2013-12-12
1,4260,18.17,CSH,61,1,10036-3576,New York,NY,2013-01-25
1,1846,9.8,CSH,33,1,10003-7142,Prince,NY,2013-01-10
1,511,2.5,CSH,10,1,10010-3606,Manhattan,NY,2013-04-09
1,2008,18.7,CSH,52,1,10019-5079,New York,NY,2013-11-28
1,2457,19.5,CSH,56,1,10032-7213,Manhattan,NY,2013-03-13
1,1885,18.9,CSH,51,1,10001-6289,Greeley Square,NY,2013-09-16
1,3180,22.22,CSH,63,1,10011-2809,Manhattan,NY,2013-06-12
1,2271,0,CSH,54,1,10001-2026,New York,NY,2013-04-24
1,2460,22.93,CSH,63,1,10018-8100,Manhattan,NY,2013-01-21
1,2340,20.53,CSH,56,1,10021-2900,Manhattan,NY,2013-02-14
1,4055,7.2,CSH,42,1,10016-8205,Manhattan,NY,2013-07-02
1,1142,6.3,CSH,21,1,10014-2302,Manhattan,NY,2013-03-13
1,1800,16.7,CSH,46,1,10018-5458,New York,NY,2013-02-21
1,1333,7.5,CSH,24,1,10003-7786,Manhattan,NY,2013-07-06
1,31,0,CSH,3,1,11101-1718,Astoria,NY,2013-06-12
1,3840,35.69,CSH,97,1,10019-0076,Manhattan,NY,2013-05-18
1,1611,10.2,CSH,32,1,10001-1114,Manhattan,NY,2013-05-26
1,1500,12.78,CSH,36,1,10011-1867,Manhattan,NY,2013-04-14
1,1920,15.61,CSH,44,1,10280-1013,Jersey City,NY,2013-10-28
1,1259,9,CSH,28,1,11369-1325,Queens,NY,2013-06-12
1,2400,16.34,CSH,47,1,10004-2113,Brooklyn Heights,NY,2013-06-06
1,187,0.7,CSH,5,1,07310-2400,Washington Street,NJ,2013-11-21
1,2700,22.12,CSH,63,1,11201-6567,Brooklyn,NY,2013-10-12
1,1020,6.7,CSH,21,1,10020-2202,New York,NY,2013-11-05
1,2841,29.5,CSH,78,1,10017-3852,New York,NY,2013-10-24
1,1680,18.76,CSH,50,1,10172-0011,New York,NY,2013-03-17
1,1620,16.13,CSH,44,1,10017-8202,Manhattan,NY,2013-11-23
1,2580,32.82,CSH,85,1,11369-1664,Flushing,NY,2013-04-12
1,541,5.1,CSH,16,1,11220-4700,Brooklyn,NY,2013-04-28
1,2313,26.5,CSH,70,1,11369-1222,Queens,NY,2013-11-09
1,2100,28.94,CSH,75,1,11430-1005,Springfield Gardens,NY,2013-03-19
